,InchiKey,ClassyFire compound kingdom,SMILES,both same,SMILES with metal ions removed,Status,Dataset
1094,OAEGRYMCJYIXQT-UHFFFAOYSA-N,Organic compounds,NC(=S)C(=S)N,True,NC(=S)C(=S)N,0,CPDB
1095,OAHDOJSNKCCHJM-VIUKOLAESA-N,Organic compounds,CO[C@H]1C[C@]2(C)[C@@H](O)CC[C@H]2[C@H]2[C@H]1c1ccc(cc1CC2)O,True,CO[C@H]1C[C@]2(C)[C@@H](O)CC[C@H]2[C@H]2[C@H]1c1ccc(cc1CC2)O,1,CCRIS
1096,OAIJSZIZWZSQBC-GYZMGTAESA-N,Organic compounds,C/C(=C\C=C\C=C(\C=C\C=C(\C=C\C=C(\CCC=C(C)C)/C)/C)/C)/C=C/C=C(/C=C/C=C(/CCC=C(C)C)\C)\C,True,C/C(=C\C=C\C=C(\C=C\C=C(\C=C\C=C(\CCC=C(C)C)/C)/C)/C)/C=C/C=C(/C=C/C=C(/CCC=C(C)C)\C)\C,0,CCRIS
1097,OAZWDJGLIYNYMU-UHFFFAOYSA-N,Organic compounds,CN(c1ccc(cc1)C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)C,True,CN(c1ccc(cc1)C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)C,0,IARC
1098,OBCSAIDCZQSFQH-UHFFFAOYSA-N,Organic compounds,Nc1ccc(c(c1)C)N,True,Nc1ccc(c(c1)C)N,0,IARC
1099,OBMBYGXRLQQDHH-KVVVOXFISA-N,Organic compounds,C1CNCCO1.CCCCCCCC/C=C\CCCCCCCC(=O)O,True,C1CNCCO1.CCCCCCCC/C=C\CCCCCCCC(=O)O,0,CCRIS
1100,OCJBOOLMMGQPQU-UHFFFAOYSA-N,Organic compounds,Clc1ccc(cc1)Cl,True,Clc1ccc(cc1)Cl,1,CPDBAS
1101,OCYSGIYOVXAGKQ-FVGYRXGTSA-N,Organic compounds,CNC[C@@H](c1cccc(c1)O)O.Cl,True,CNC[C@@H](c1cccc(c1)O)O.Cl,0,CCRIS
1102,ODCWYMIRDDJXKW-UHFFFAOYSA-N,Organic compounds,CCNc1nc(NCC)nc(n1)Cl,True,CCNc1nc(NCC)nc(n1)Cl,0,IARC
1103,ODPOAESBSUKMHD-UHFFFAOYSA-L,Organic compounds,C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31.[Br-].[Br-],True,C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31.[Br-].[Br-],0,USEPA
1104,OECTYKWYRCHAKR-UHFFFAOYSA-N,Organic compounds,C1OC1C1CCC2C(C1)O2,True,C1OC1C1CCC2C(C1)O2,1,CCRIS
1105,OEGQPXPIKZELFM-UHFFFAOYSA-N,Organic compounds,Nc1ccc2c(c1)[n+](C)c1c(c2)ccc(c1)N.Cl.[Cl-],True,Nc1ccc2c(c1)[n+](C)c1c(c2)ccc(c1)N.Cl.[Cl-],1,CHEBI
1106,OEJNXTAZZBRGDN-UHFFFAOYSA-N,Organic compounds,ClCC1(CCl)C(=C)C2(C(C1(Cl)C(C2Cl)Cl)(Cl)Cl)Cl,True,ClCC1(CCl)C(=C)C2(C(C1(Cl)C(C2Cl)Cl)(Cl)Cl)Cl,1,CPDBAS
1107,OELWBYBVFOLSTA-UHFFFAOYSA-N,Organic compounds,CCCCCN(N=O)CCCCC,True,CCCCCN(N=O)CCCCC,1,CCRIS
1108,OENHQHLEOONYIE-JLTXGRSLSA-N,Organic compounds,C/C(=C\C=C\C=C(\C=C\C=C(\C=C\C1=C(C)CCCC1(C)C)/C)/C)/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)\C,True,C/C(=C\C=C\C=C(\C=C\C=C(\C=C\C1=C(C)CCCC1(C)C)/C)/C)/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)\C,0,CPDBAS
1109,OFKGQSVPFXNLIL-IECFSIQFSA-N,Organic compounds,OC(=O)[C@H]1O[C@@H](N(c2ccc3c(c2)Cc2c3cccc2)O)[C@@H]([C@H]([C@@H]1O)O)O,True,OC(=O)[C@H]1O[C@@H](N(c2ccc3c(c2)Cc2c3cccc2)O)[C@@H]([C@H]([C@@H]1O)O)O,1,CCRIS
1110,OFLXLNCGODUUOT-UHFFFAOYSA-N,Organic compounds,CC(=O)NN,True,CC(=O)NN,1,CPDBAS
1111,OFYYOTQOGCICNW-UHFFFAOYSA-N,Organic compounds,C1CCc2c(C1)c1cc3CCc4c(c3cc1cc2)cccc4,True,C1CCc2c(C1)c1cc3CCc4c(c3cc1cc2)cccc4,1,CCRIS
1112,OGBQILNBLMPPDP-UHFFFAOYSA-N,Organic compounds,Clc1cc2c(cc1Cl)oc1c2cc(Cl)c(c1Cl)Cl,True,Clc1cc2c(cc1Cl)oc1c2cc(Cl)c(c1Cl)Cl,1,IARC
1113,OGGXGZAMXPVRFZ-UHFFFAOYSA-N,Organic compounds,C[As](=O)(O)C,True,C[As](=O)(O)C,1,CCRIS
1114,OGIYDFVHFQEFKQ-UHFFFAOYSA-N,Organic compounds,CS(=O)(=O)O.Cc1ccc(cc1)N(c1cccc(c1)O)CC1=NCCN1,True,CS(=O)(=O)O.Cc1ccc(cc1)N(c1cccc(c1)O)CC1=NCCN1,1,CCRIS
1115,OGJPXUAPXNRGGI-UHFFFAOYSA-N,Organic compounds,CCn1cc(C(=O)O)c(=O)c2c1cc(N1CCNCC1)c(c2)F,True,CCn1cc(C(=O)O)c(=O)c2c1cc(N1CCNCC1)c(c2)F,0,CCRIS
1116,OGRXKBUCZFFSTL-UHFFFAOYSA-N,Organic compounds,O=NN(CCCC(c1cccnc1)O)C,True,O=NN(CCCC(c1cccnc1)O)C,1,CCRIS
1117,OGVXWEOZQMAAIM-UHFFFAOYSA-N,Organic compounds,Cc1ccccc1N.Cl,True,Cc1ccccc1N.Cl,1,CCRIS
1118,OGYGFUAIIOPWQD-UHFFFAOYSA-N,Organic compounds,C1NCCS1,True,C1NCCS1,0,CCRIS
1119,OHHBFEVZJLBKEH-UHFFFAOYSA-N,Organic compounds,NCCN.Cl.Cl,True,NCCN.Cl.Cl,0,CCRIS
1120,OHMHBGPWCHTMQE-UHFFFAOYSA-N,Organic compounds,ClC(C(F)(F)F)Cl,True,ClC(C(F)(F)F)Cl,1,CCRIS
1121,OHQSQCACEXDHAJ-UHFFFAOYSA-N,Organic compounds,CCC(OC(C(=O)c1ccccc1)OC(CC)C)C,True,CCC(OC(C(=O)c1ccccc1)OC(CC)C)C,0,CCRIS
1122,OHXAOPZTJOUYKM-UHFFFAOYSA-N,Organic compounds,CC(=C)CCl,True,CC(=C)CCl,1,CPDBAS
1123,OIGNJSKKLXVSLS-VWUMJDOOSA-N,Organic compounds,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)C=C[C@]12C,True,OCC(=O)[C@@]1(O)CC[C@@H]2[C@]1(C)C[C@H](O)[C@H]1[C@H]2CCC2=CC(=O)C=C[C@]12C,1,CCRIS
1124,OIPMQULDKWSNGX-UHFFFAOYSA-N,Organic compounds,CCOP(=O)=O.CCOP(=O)=O.CCOP(=O)=O.[Al+3],False,CCOP(=O)=O.CCOP(=O)=O.CCOP(=O)=O,1,CCRIS
1125,OIQPTROHQCGFEF-UHFFFAOYSA-L,Organic compounds,Oc1ccc2c(c1N=Nc1ccc(cc1)S(=O)(=O)[O-])ccc(c2)S(=O)(=O)[O-].[Na+].[Na+],False,Oc1ccc2c(c1N=Nc1ccc(cc1)S(=O)(=O)[O-])ccc(c2)S(=O)(=O)[O-],0,CCRIS
1126,OJLOPKGSLYJEMD-URPKTTJQSA-N,Organic compounds,CCCCC(C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC)(O)C,True,CCCCC(C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC)(O)C,0,CPDBAS
1127,OJYGBLRPYBAHRT-IPQSZEQASA-N,Organic compounds,OC[C@H]([C@H]1O[C@H]2[C@@H]([C@H]1O)O[C@H](O2)C(Cl)(Cl)Cl)O,True,OC[C@H]([C@H]1O[C@H]2[C@@H]([C@H]1O)O[C@H](O2)C(Cl)(Cl)Cl)O,0,CPDBAS
1128,OKJHGOPITGTTIM-DEOSSOPVSA-N,Organic compounds,CO[C@H](C(=O)O)Cc1ccc(cc1)OCCCOc1ccc(cc1)Oc1ccccc1,True,CO[C@H](C(=O)O)Cc1ccc(cc1)OCCCOc1ccc(cc1)Oc1ccccc1,1,CCRIS
1129,OKJPEAGHQZHRQV-UHFFFAOYSA-N,Organic compounds,IC(I)I,True,IC(I)I,0,CCRIS
1130,OLSOUGWNONTDCK-UHFFFAOYSA-J,Organic compounds,COc1cc(ccc1N=Nc1c(O)c2c(N)cc(cc2cc1S(=O)(=O)[O-])S(=O)(=O)[O-])c1ccc(c(c1)OC)N=Nc1c(O)c2c(N)cc(cc2cc1S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+],False,COc1cc(ccc1N=Nc1c(O)c2c(N)cc(cc2cc1S(=O)(=O)[O-])S(=O)(=O)[O-])c1ccc(c(c1)OC)N=Nc1c(O)c2c(N)cc(cc2cc1S(=O)(=O)[O-])S(=O)(=O)[O-],1,CPDBAS
1131,OLVNAWLXZDRGPL-QXCCSOORSA-L,Organic compounds,Nc1ccc(c(c1)N)N=Nc1ccc(cc1)c1ccc(cc1)N=Nc1c(N)c2c(cc1S(=O)(=O)[O-])C=C(/C(=N\Nc1ccccc1)/C2=O)S(=O)(=O)[O-].[Na+].[Na+],False,Nc1ccc(c(c1)N)N=Nc1ccc(cc1)c1ccc(cc1)N=Nc1c(N)c2c(cc1S(=O)(=O)[O-])C=C(/C(=N\Nc1ccccc1)/C2=O)S(=O)(=O)[O-],1,CCRIS
1132,OMBRRTHRPGDGPK-UHFFFAOYSA-N,Organic compounds,Cc1cc2ccccc2c2c1c1ccccc1c(c2)[N+](=O)[O-],True,Cc1cc2ccccc2c2c1c1ccccc1c(c2)[N+](=O)[O-],1,CCRIS
1133,OMDNEQQMLDYBTR-UHFFFAOYSA-N,Organic compounds,O=NN1CCSCC1,True,O=NN1CCSCC1,1,CPDBAS
1134,OMFRMAHOUUJSGP-UNOMPAQXSA-N,Organic compounds,O=C(C1C(C1(C)C)/C=C(/C(F)(F)F)\Cl)OCc1cccc(c1C)c1ccccc1,True,O=C(C1C(C1(C)C)/C=C(/C(F)(F)F)\Cl)OCc1cccc(c1C)c1ccccc1,0,CPDBAS
1135,OMNGEVNATYFZGG-BQYQJAHWSA-N,Organic compounds,COC1=CC(=O)OC(C1)/C=C/C2=CCCC=C2,True,COC1=CC(=O)OC(C1)/C=C/C2=CCCC=C2,1,NPT
1136,ONFPEXMNTHPYGN-UHFFFAOYSA-M,Organic compounds,[O-]c1ccc(=O)[nH]n1.[K+],False,[O-]c1ccc(=O)[nH]n1,0,CCRIS
1137,ONUFESLQCSAYKA-UHFFFAOYSA-N,Organic compounds,CC(NC(=O)N1CC(=O)N(C1=O)c1cc(Cl)cc(c1)Cl)C,True,CC(NC(=O)N1CC(=O)N(C1=O)c1cc(Cl)cc(c1)Cl)C,1,CCRIS
1138,ONWXNHPOAGOMTG-UHFFFAOYSA-N,Organic compounds,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(N(C1=O)c1ccccc1)c1ccccc1,True,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(N(C1=O)c1ccccc1)c1ccccc1,0,CPDBAS
1139,OOHOLIQGGQPTLN-UHFFFAOYSA-N,Organic compounds,OC(COc1ccccc1C)CNCCn1cc(C)c(=O)[nH]c1=O.Cl,True,OC(COc1ccccc1C)CNCCn1cc(C)c(=O)[nH]c1=O.Cl,0,CPDBAS
1140,OORLZFUTLGXMEF-UHFFFAOYSA-N,Organic compounds,CC1=NN(C(=O)N1C(F)F)C2=C(C=C(C(=C2)NS(=O)(=O)C)Cl)Cl,True,CC1=NN(C(=O)N1C(F)F)C2=C(C=C(C(=C2)NS(=O)(=O)C)Cl)Cl,0,USEPA
1141,OOYIOIOOWUGAHD-UHFFFAOYSA-L,Organic compounds,[O-]c1c(Br)cc2c(c1Br)Oc1c(C32OC(=O)c2c3c(Cl)c(Cl)c(c2Cl)Cl)cc(c(c1Br)[O-])Br.[Na+].[Na+],False,[O-]c1c(Br)cc2c(c1Br)Oc1c(C32OC(=O)c2c3c(Cl)c(Cl)c(c2Cl)Cl)cc(c(c1Br)[O-])Br,0,CCRIS
1142,OPALKWYJMHLEAL-UHFFFAOYSA-N,Organic compounds,O=NN1CCC(=O)C(C1)C,True,O=NN1CCC(=O)C(C1)C,1,CCRIS
1143,OPJZLUXFQFQYAI-GNPVFZCLSA-N,Organic compounds,OC[C@H]([C@H]1O[C@H]([C@@H]([C@H]1O)O)Oc1c(oc2c(c1=O)c(O)cc(c2)O)c1ccc(c(c1)O)O)O,True,OC[C@H]([C@H]1O[C@H]([C@@H]([C@H]1O)O)Oc1c(oc2c(c1=O)c(O)cc(c2)O)c1ccc(c(c1)O)O)O,0,CCRIS
1144,OPNPQXLQERQBBV-UHFFFAOYSA-N,Organic compounds,CCC(C(=O)NC(=O)N)(CC)Br,True,CCC(C(=O)NC(=O)N)(CC)Br,0,CCRIS
1145,OQBSNVMTMMNGCH-UHFFFAOYSA-N,Organic compounds,OS(=O)(=O)OCc1c2ccccc2cc2c1ccc1c2cccc1,True,OS(=O)(=O)OCc1c2ccccc2cc2c1ccc1c2cccc1,1,CCRIS
1146,OQDXASJSCOTNQS-UHFFFAOYSA-N,Organic compounds,c1ccc2c(c1)c1c3c2cccc3cc2c1cccc2,True,c1ccc2c(c1)c1c3c2cccc3cc2c1cccc2,0,IARC
1147,OQHHSGRZCKGLCY-UHFFFAOYSA-N,Organic compounds,[O-][N+](=O)c1cccc2c1nccc2,True,[O-][N+](=O)c1cccc2c1nccc2,1,CCRIS
1148,OQHXRVQARZHYGQ-UHFFFAOYSA-N,Organic compounds,COC(=O)C1=C(C)NC(=C(C1c1cc(ccc1F)[N+](=O)[O-])C(=O)OCC(CN(Cc1ccccc1)C)(C)C)C.Cl,True,COC(=O)C1=C(C)NC(=C(C1c1cc(ccc1F)[N+](=O)[O-])C(=O)OCC(CN(Cc1ccccc1)C)(C)C)C.Cl,0,CCRIS
1149,OQIQSTLJSLGHID-UHFFFAOYSA-N,Organic compounds,COc1cc2OC3C(c2c2c1c1CCC(=O)c1c(=O)o2)C=CO3,True,COc1cc2OC3C(c2c2c1c1CCC(=O)c1c(=O)o2)C=CO3,1,CPDBAS
1150,OQIQSTLJSLGHID-WNWIJWBNSA-N,Organic compounds,COc1cc2O[C@@H]3[C@H](c2c2c1c1CCC(=O)c1c(=O)o2)C=CO3,True,COc1cc2O[C@@H]3[C@H](c2c2c1c1CCC(=O)c1c(=O)o2)C=CO3,1,CCRIS
1151,OQWLDKFPOJCKBX-UHFFFAOYSA-N,Organic compounds,C[NH+](CCN(c1ccccn1)Cc1cscc1)C.[Cl-],True,C[NH+](CCN(c1ccccn1)Cc1cscc1)C.[Cl-],0,CCRIS
1152,OROGSEYTTFOCAN-DNJOTXNNSA-N,Organic compounds,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@H]4C=C[C@@H]1O)C,True,COc1ccc2c3c1O[C@@H]1[C@@]43CCN([C@H](C2)[C@@H]4C=C[C@@H]1O)C,0,CCRIS
1153,OSGZHKYFZSNKRI-UHFFFAOYSA-N,Organic compounds,COC(=O)COc1ccc(cc1)Cl,True,COC(=O)COc1ccc(cc1)Cl,0,CCRIS
1154,OTLNPYWUJOZPPA-UHFFFAOYSA-N,Organic compounds,OC(=O)c1ccc(cc1)[N+](=O)[O-],True,OC(=O)c1ccc(cc1)[N+](=O)[O-],1,CCRIS
1155,OTTHUQAYARCXLP-UHFFFAOYSA-N,Organic compounds,COC(=O)C1=C(C)NC(=C(C1c1cccc(c1)[N+](=O)[O-])C(=O)OCCc1ccc(cc1)N1CCN(CC1)C(c1ccccc1)c1ccccc1)C,True,COC(=O)C1=C(C)NC(=C(C1c1cccc(c1)[N+](=O)[O-])C(=O)OCCc1ccc(cc1)N1CCN(CC1)C(c1ccccc1)c1ccccc1)C,0,CCRIS
1156,OTVAEFIXJLOWRX-NXEZZACHSA-N,Organic compounds,OC[C@H]([C@@H](c1ccc(cc1)S(=O)(=O)C)O)NC(=O)C(Cl)Cl,True,OC[C@H]([C@@H](c1ccc(cc1)S(=O)(=O)C)O)NC(=O)C(Cl)Cl,0,CCRIS
1157,OUDSBRTVNLOZBN-UHFFFAOYSA-N,Organic compounds,O=C(NS(=O)(=O)c1ccc(cc1)C)NN1CCCCCC1,True,O=C(NS(=O)(=O)c1ccc(cc1)C)NN1CCCCCC1,0,CCRIS
1158,OUHMCZPSMWROKK-UHFFFAOYSA-N,Organic compounds,CCCCCNN.Cl,True,CCCCCNN.Cl,1,CPDBAS
1159,OUQGOXCIUOCDNN-UHFFFAOYSA-N,Organic compounds,CCCCCCCCCCCCCCCCCC(=O)OCC1OC1,True,CCCCCCCCCCCCCCCCCC(=O)OCC1OC1,0,IARC
1160,OVGGLBAWFMIPPY-WUXMJOGZSA-N,Organic compounds,COC(=O)N/N=C/c1c[n+]([O-])c2c([n+]1[O-])cccc2,True,COC(=O)N/N=C/c1c[n+]([O-])c2c([n+]1[O-])cccc2,1,CCRIS
1161,OVHKKOQGPOYPLY-UHFFFAOYSA-L,Organic compounds,OC(=O)c1cc2ccccc2c(c1[O-])N=Nc1ccc2c(c1S(=O)(=O)[O-])cccc2.[Ca+2],False,OC(=O)c1cc2ccccc2c(c1[O-])N=Nc1ccc2c(c1S(=O)(=O)[O-])cccc2,0,CCRIS
1162,OVSKIKFHRZPJSS-UHFFFAOYSA-N,Organic compounds,OC(=O)COc1ccc(cc1Cl)Cl,True,OC(=O)COc1ccc(cc1Cl)Cl,0,CCRIS
1163,OWGLVQAUSIPFBA-UHFFFAOYSA-N,Organic compounds,CCCCNC(=O)N(CCCC)N=O,True,CCCCNC(=O)N(CCCC)N=O,1,CPDBAS
1164,OWXJKYNZGFSVRC-NSCUHMNNSA-N,Organic compounds,C/C=C/Cl,True,C/C=C/Cl,1,CCRIS
1165,OWZPCEFYPSAJFR-UHFFFAOYSA-N,Organic compounds,CCC(c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-])C,True,CCC(c1cc(cc(c1O)[N+](=O)[O-])[N+](=O)[O-])C,0,CPDBAS
1166,OXBIRPQQKCQWGV-UHFFFAOYSA-N,Organic compounds,C[As](O)O,True,C[As](O)O,1,CHEBI
1167,OXEUETBFKVCRNP-UHFFFAOYSA-N,Organic compounds,CCn1c2ccc(cc2c2c1cccc2)N,True,CCn1c2ccc(cc2c2c1cccc2)N,1,CPDBAS
1168,OXVTXPCIJDYQIS-UHFFFAOYSA-N,Organic compounds,CC1=C(C(=O)OCCN(c2ccccc2)Cc2ccccc2)C(C(=C(N1)C)P1(=O)OCC(CO1)(C)C)c1cccc(c1)[N+](=O)[O-].Cl,True,CC1=C(C(=O)OCCN(c2ccccc2)Cc2ccccc2)C(C(=C(N1)C)P1(=O)OCC(CO1)(C)C)c1cccc(c1)[N+](=O)[O-].Cl,0,CCRIS
1169,OZDGMOYKSFPLSE-UHFFFAOYSA-N,Organic compounds,CC1CN1,True,CC1CN1,1,CCRIS
1170,OZFAFGSSMRRTDW-UHFFFAOYSA-N,Organic compounds,Clc1ccc(c(c1)Cl)OS(=O)(=O)c1ccccc1,True,Clc1ccc(c(c1)Cl)OS(=O)(=O)c1ccccc1,0,CPDBAS
1171,OZGXSMOLBWHIQA-ZZXKWVIFSA-N,Organic compounds,COc1ccc(c(c1)/C=C/c1ccc(cc1)N)OC,True,COc1ccc(c(c1)/C=C/c1ccc(cc1)N)OC,1,CPDBAS
1172,OZLIOKFBXWEMAF-IAGOWNOFSA-N,Organic compounds,O[C@H]1[C@H](O)c2cc3ccccc3nc2c2c1cccc2,True,O[C@H]1[C@H](O)c2cc3ccccc3nc2c2c1cccc2,0,CCRIS
1173,OZQDLJNDRVBCST-SHUUEZRQSA-N,Organic compounds,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ncc(nc1=O)N,True,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1ncc(nc1=O)N,0,CCRIS
1174,OZSPQIXKOVJJGE-UHFFFAOYSA-N,Organic compounds,CCOCCc1c(nc(n2c1ncn2)N)c1ccccc1,True,CCOCCc1c(nc(n2c1ncn2)N)c1ccccc1,1,CCRIS
1175,PAAZPARNPHGIKF-UHFFFAOYSA-N,Organic compounds,BrCCBr,True,BrCCBr,1,CCRIS
1176,PASDCCFISLVPSO-RALIUCGRSA-N,Organic compounds,c1([2H])c([2H])c([2H])c(c(c1C(=O)Cl)[2H])[2H],True,c1([2H])c([2H])c([2H])c(c(c1C(=O)Cl)[2H])[2H],1,CHEBI
1177,PAYRUJLWNCNPSJ-UHFFFAOYSA-N,Organic compounds,Nc1ccccc1,True,Nc1ccccc1,0,CCRIS
1178,PCCSBWNGDMYFCW-UHFFFAOYSA-N,Organic compounds,O=C1OC(C(=O)N1Nc1ccccc1)(C)c1ccc(cc1)Oc1ccccc1,True,O=C1OC(C(=O)N1Nc1ccccc1)(C)c1ccc(cc1)Oc1ccccc1,0,CCRIS
1179,PCNFLKVWBDNNOW-UHFFFAOYSA-N,Organic compounds,NNc1ccc(cc1)C(=O)O,True,NNc1ccc(cc1)C(=O)O,0,CPDB
1180,PCZOHLXUXFIOCF-BXMDZJJMSA-N,Organic compounds,CC[C@@H](C(=O)O[C@H]1C[C@@H](C)C=C2[C@H]1[C@@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@H](C=C2)C)C,True,CC[C@@H](C(=O)O[C@H]1C[C@@H](C)C=C2[C@H]1[C@@H](CC[C@@H]1C[C@@H](O)CC(=O)O1)[C@H](C=C2)C)C,1,CPDBAS
1181,PDMMFKSKQVNJMI-BLQWBTBKSA-N,Organic compounds,CCC(=O)O[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,True,CCC(=O)O[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,1,CCRIS
1182,PEDCQBHIVMGVHV-UHFFFAOYSA-N,Organic compounds,OCC(CO)O,True,OCC(CO)O,0,CPDB
1183,PFEFOYRSMXVNEL-UHFFFAOYSA-N,Organic compounds,Oc1c(cc(cc1C(C)(C)C)C(C)(C)C)C(C)(C)C,True,Oc1c(cc(cc1C(C)(C)C)C(C)(C)C)C(C)(C)C,0,CPDBAS
1184,PFFGIQUVLUEURV-UHFFFAOYSA-N,Organic compounds,Cc1oc2c(c1)c1oc(=O)cc(c1cc2)C,True,Cc1oc2c(c1)c1oc(=O)cc(c1cc2)C,0,IARC
1185,PFHRGNBFRBWOPD-UHFFFAOYSA-N,Organic compounds,COc1ccc(c(c1)OC)[NH3+].[Cl-],False,COc1ccc(c(c1)OC)[NH3+],0,CCRIS
1186,PFRYFZZSECNQOL-UHFFFAOYSA-N,Organic compounds,Cc1cc(ccc1N)N=Nc1ccccc1C,True,Cc1cc(ccc1N)N=Nc1ccccc1C,1,CCRIS
1187,PFTAWBLQPZVEMU-DZGCQCFKSA-N,Organic compounds,Oc1cc2O[C@H](c3ccc(c(c3)O)O)[C@H](Cc2c(c1)O)O,True,Oc1cc2O[C@H](c3ccc(c(c3)O)O)[C@H](Cc2c(c1)O)O,1,CCRIS
1188,PFTAWBLQPZVEMU-UHFFFAOYSA-N,Organic compounds,Oc1cc2OC(c3ccc(c(c3)O)O)C(Cc2c(c1)O)O,True,Oc1cc2OC(c3ccc(c(c3)O)O)C(Cc2c(c1)O)O,0,CPDB
1189,PGLTVOMIXTUURA-UHFFFAOYSA-N,Organic compounds,NC(=O)CI,True,NC(=O)CI,0,CPDB
1190,PGNWIWKMXVDXHP-UHFFFAOYSA-L,Organic compounds,[S-]c1nc2c(s1)cccc2.[S-]c1nc2c(s1)cccc2.[Zn+2],False,[S-]c1nc2c(s1)cccc2.[S-]c1nc2c(s1)cccc2,0,CPDBAS
1191,PGOOBECODWQEAB-UHFFFAOYSA-N,Organic compounds,[O-][N+](=O)NC(=NC)NCc1cnc(s1)Cl,True,[O-][N+](=O)NC(=NC)NCc1cnc(s1)Cl,0,CCRIS
1192,PGRHXDWITVMQBC-UHFFFAOYSA-N,Organic compounds,CC1=CC(=O)C(C(=O)O1)C(=O)C,True,CC1=CC(=O)C(C(=O)O1)C(=O)C,0,CPDBAS
1193,PHEDXBVPIONUQT-RGYGYFBISA-N,Organic compounds,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@H]([C@H]3[C@]1(OC(=O)C)C3(C)C)C=C(C[C@]1([C@H]2C=C(C1=O)C)O)CO,True,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@H]([C@H]3[C@]1(OC(=O)C)C3(C)C)C=C(C[C@]1([C@H]2C=C(C1=O)C)O)CO,1,CCRIS
1194,PHNUZKMIPFFYSO-UHFFFAOYSA-N,Organic compounds,C#CC(NC(=O)c1cc(Cl)cc(c1)Cl)(C)C,True,C#CC(NC(=O)c1cc(Cl)cc(c1)Cl)(C)C,1,CCRIS
1195,PHPWISAFHNEMSR-UHFFFAOYSA-N,Organic compounds,CC(=O)Nc1cccc2c1c1ccccc1C2,True,CC(=O)Nc1cccc2c1c1ccccc1C2,0,CPDB
1196,PIAOLBVUVDXHHL-VOTSOKGWSA-N,Organic compounds,[O-][N+](=O)/C=C/c1ccccc1,True,[O-][N+](=O)/C=C/c1ccccc1,0,CPDBAS
1197,PIICEJLVQHRZGT-UHFFFAOYSA-N,Organic compounds,NCCN,True,NCCN,0,CCRIS
1198,PIJVFDBKTWXHHD-HIFRSBDPSA-N,Organic compounds,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN([C@@H]1N2C)C,True,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN([C@@H]1N2C)C,1,CCRIS
1199,PIULICRFTROOFA-IPNHEGHDSA-N,Organic compounds,CO[C@H](c1cc(O)c(cc1Br)Br)CC[C@@H]([C@H]1O[C@@]23CC([C@@H]1C)OC(=O)C[C@@H](OC(=O)C[C@@](O2)(O)[C@@H](CC3(C)C)C)[C@H](O)C)C,True,CO[C@H](c1cc(O)c(cc1Br)Br)CC[C@@H]([C@H]1O[C@@]23CC([C@@H]1C)OC(=O)C[C@@H](OC(=O)C[C@@](O2)(O)[C@@H](CC3(C)C)C)[C@H](O)C)C,1,CHEBI
1200,PIVQQUNOTICCSA-UHFFFAOYSA-N,Organic compounds,NC(=S)Nc1cccc2c1cccc2,True,NC(=S)Nc1cccc2c1cccc2,0,IARC
1201,PIWKPBJCKXDKJR-UHFFFAOYSA-N,Organic compounds,FC(OC(C(F)(F)F)Cl)F,True,FC(OC(C(F)(F)F)Cl)F,0,CCRIS
1202,PIZHFBODNLEQBL-UHFFFAOYSA-N,Organic compounds,CCOC(C(=O)c1ccccc1)OCC,True,CCOC(C(=O)c1ccccc1)OCC,0,CCRIS
1203,PIZHURYFCSGTJX-UHFFFAOYSA-L,Organic compounds,CCCC(C(=O)[O-])CCC.CCCC(C(=O)[O-])CCC.[Ca+2],False,CCCC(C(=O)[O-])CCC.CCCC(C(=O)[O-])CCC,1,CCRIS
